case,ma,days,is_current_param,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days,defense_days_pct,switch_count,latest_amount,latest_ma_value,latest_streak,latest_below_ma,latest_triggered
volume_only,69,16,False,2015-04-03,2026-04-17,2684,32.60942866658467,19.43836401690072,1.602207283838429,-16.24219182522809,2.0076987772016253,2154.761481381277,-0.09642231182556316,0.06610461971535808,3.7640218621233146,354,13.189269746646795,58,7266.65,6020.718985507247,0,False,False
volume_plus_stirrer,69,16,False,2015-04-03,2026-04-17,2684,33.44089869650071,19.995032604756418,1.5955277514696584,-17.462105980216535,1.9150553051497419,2315.831336196705,0.7350477180904775,0.05942508734658758,2.54410770713487,127,4.731743666169896,98,7266.65,6020.718985507247,0,False,False
volume_only,70,16,False,2015-04-03,2026-04-17,2684,32.65719362027155,19.436659654007702,1.604253383057615,-16.242191825228048,2.0106395720278982,2163.7430295893337,-0.04865735813868355,0.06815071893454405,3.764021862123357,355,13.226527570789868,58,7266.65,6062.042142857143,0,False,False
volume_plus_stirrer,70,16,False,2015-04-03,2026-04-17,2684,33.48896313965732,19.993370118983794,1.597512966240884,-17.462105980216524,1.9178078049462204,2325.454485158477,0.7831121612470895,0.061410302117813176,2.5441077071348808,128,4.769001490312966,98,7266.65,6062.042142857143,0,False,False
volume_only,71,16,False,2015-04-03,2026-04-17,2684,31.79357991717373,19.359941012952945,1.5748445619571596,-16.242191825228048,1.9574685645437717,2006.2717520223107,-0.9122710612365026,0.03874189783408877,3.764021862123357,366,13.636363636363635,58,7266.65,6089.485915492958,0,False,False
volume_plus_stirrer,71,16,False,2015-04-03,2026-04-17,2684,32.89886281276526,19.951072718410266,1.5774414377502215,-17.462105980216524,1.8840146114127136,2209.6864020722956,0.19301183435502622,0.04133877362715066,2.5441077071348808,135,5.029806259314456,100,7266.65,6089.485915492958,0,False,False
volume_only,72,16,False,2015-04-03,2026-04-17,2684,31.97215580299946,19.348964711708224,1.582889538633402,-16.242191825228048,1.968463132749053,2037.9914484531416,-0.733695175410773,0.046786874510331256,3.764021862123357,377,14.046199701937406,60,7266.65,6116.014444444445,0,False,False
volume_plus_stirrer,72,16,False,2015-04-03,2026-04-17,2684,32.89886281276526,19.951072718410266,1.5774414377502215,-17.462105980216524,1.8840146114127136,2209.6864020722956,0.19301183435502622,0.04133877362715066,2.5441077071348808,135,5.029806259314456,100,7266.65,6116.014444444445,0,False,False
volume_only,73,16,False,2015-04-03,2026-04-17,2684,31.900103039342188,19.33566141433375,1.5809160660063555,-16.24219182522808,1.9640269849413772,2025.14110488646,-0.8057479390680449,0.04481340188328464,3.7640218621233252,381,14.195230998509686,60,7266.65,6123.848356164383,0,False,False
volume_plus_stirrer,73,16,False,2015-04-03,2026-04-17,2684,32.82286709951008,19.948065905676497,1.5746739709432058,-17.46210598021648,1.8796625754474527,2195.1483926544106,0.11701612109984438,0.03857130682013499,2.5441077071349234,136,5.067064083457526,100,7266.65,6123.848356164383,0,False,False
volume_only,74,16,False,2015-04-03,2026-04-17,2684,31.488580552522084,19.25951589243304,1.569573485234634,-16.24219182522806,1.93869034988324,1953.0841507525033,-1.2172704258881488,0.033470821111563076,3.7640218621233466,407,15.163934426229508,60,7266.65,6126.317432432433,0,False,False
volume_plus_stirrer,74,16,False,2015-04-03,2026-04-17,2684,32.493605287676196,19.919550063524948,1.5637178144605728,-17.462105980216545,1.860806784959923,2133.11688114537,-0.21224569073403643,0.027615150337501948,2.5441077071348595,144,5.365126676602086,102,7266.65,6126.317432432433,0,False,False
volume_only,75,16,False,2015-04-03,2026-04-17,2684,31.423008440725432,19.25795178704216,1.5669976404027954,-16.24219182522806,1.9346532031420716,1941.8100648866002,-1.2828425376848003,0.030894976279724595,3.7640218621233466,408,15.201192250372578,62,7266.65,6133.286266666666,0,False,False
volume_plus_stirrer,75,16,False,2015-04-03,2026-04-17,2684,32.427531979547396,19.918047327566978,1.5612220568129158,-17.462105980216545,1.8570229739921247,2120.854182873891,-0.2783189988628365,0.025119392689844977,2.5441077071348595,145,5.402384500745157,104,7266.65,6133.286266666666,0,False,False
volume_only,76,16,False,2015-04-03,2026-04-17,2684,31.423008440725432,19.25795178704216,1.5669976404027954,-16.24219182522806,1.9346532031420716,1941.8100648866002,-1.2828425376848003,0.030894976279724595,3.7640218621233466,408,15.201192250372578,62,7266.65,6148.034473684211,0,False,False
volume_plus_stirrer,76,16,False,2015-04-03,2026-04-17,2684,32.427531979547396,19.918047327566978,1.5612220568129158,-17.462105980216545,1.8570229739921247,2120.854182873891,-0.2783189988628365,0.025119392689844977,2.5441077071348595,145,5.402384500745157,104,7266.65,6148.034473684211,0,False,False
volume_only,77,16,False,2015-04-03,2026-04-17,2684,31.574939793128465,19.25430517823716,1.5734840849138545,-16.24219182522806,1.9440073195099774,1968.0186287127765,-1.130911185281768,0.03738142079078366,3.7640218621233466,408,15.201192250372578,62,7266.65,6150.082987012987,0,False,False
volume_plus_stirrer,77,16,False,2015-04-03,2026-04-17,2684,32.427531979547396,19.918047327566978,1.5612220568129158,-17.462105980216545,1.8570229739921247,2120.854182873891,-0.2783189988628365,0.025119392689844977,2.5441077071348595,145,5.402384500745157,104,7266.65,6150.082987012987,0,False,False
volume_only,78,16,False,2015-04-03,2026-04-17,2684,31.640587709456923,19.25586830074167,1.5760599711202716,-16.24219182522806,1.9480491333879844,1979.4374281365554,-1.0652632689533093,0.03995730699720079,3.7640218621233466,407,15.163934426229508,60,7266.65,6128.221923076923,0,False,False
volume_plus_stirrer,78,16,False,2015-04-03,2026-04-17,2684,32.493605287676196,19.919550063524948,1.5637178144605728,-17.462105980216545,1.860806784959923,2133.11688114537,-0.21224569073403643,0.027615150337501948,2.5441077071348595,144,5.365126676602086,102,7266.65,6128.221923076923,0,False,False
volume_only,79,16,False,2015-04-03,2026-04-17,2684,31.528496332039822,19.250898234937125,1.571825545654521,-16.24219182522806,1.9411478863996934,1959.9747261699329,-1.1773546463704108,0.03572288153145009,3.7640218621233466,413,15.387481371087928,62,7266.65,6108.521012658228,0,False,False
volume_plus_stirrer,79,16,False,2015-04-03,2026-04-17,2684,32.364486924950086,19.916065677559363,1.5588765690089157,-17.462105980216545,1.8534125815990918,2109.2106299545862,-0.341364053460147,0.022773904885844853,2.5441077071348595,147,5.476900149031297,106,7266.65,6108.521012658228,0,False,False
volume_only,80,16,False,2015-04-03,2026-04-17,2684,31.718161082163743,19.25581590145921,1.5792383345539382,-16.24219182522806,1.9528251743029998,1993.004433557872,-0.98768989624649,0.04313567043086741,3.7640218621233466,407,15.163934426229508,62,7266.65,6092.49125,0,False,False
volume_plus_stirrer,80,16,False,2015-04-03,2026-04-17,2684,32.493605287676196,19.919550063524948,1.5637178144605728,-17.462105980216545,1.860806784959923,2133.11688114537,-0.21224569073403643,0.027615150337501948,2.5441077071348595,144,5.365126676602086,102,7266.65,6092.49125,0,False,False
