date,cyb_hs300_return,hs300_cyb_return,return,nav,cost,turnover,gross_exposure
2013-03-29,0.0004715917589406,0.0,0.0002357958794703,1.3690548951134913,0.0,0.0,0.5
2013-04-01,-0.0005,0.0,-0.00025,1.3687126313897129,0.0,0.0,0.0
2013-04-02,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-03,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-08,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-09,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-10,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-11,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-12,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-15,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-16,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-17,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-18,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-19,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-22,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-23,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-24,0.0,0.0,0.0,1.3687126313897129,0.0,0.0,0.0
2013-04-25,-0.0027316373492267,0.0,-0.00136581867461335,1.3668432181175816,0.0,0.0,0.125
2013-04-26,-0.0018751987145243,0.0,-0.00093759935726215,1.3655616667947965,0.0,0.0,0.125
2013-05-02,0.0065775669491288,0.0,0.0032887834745644,1.3700527034380496,0.0,0.0,0.125
2013-05-03,0.0097555678482568,0.0,0.0048777839241284,1.3767355244900883,0.0,0.0,0.5
2013-05-06,0.0066750364353889,0.0,0.00333751821769445,1.381330404384021,0.0,0.0,0.5
2013-05-07,-0.0009174578570153,0.0,-0.00045872892850765,1.380696748167703,0.0,0.0,0.125
2013-05-08,0.004618124283397,0.0,0.0023090621416985,1.3838848627580633,0.0,0.0,0.125
2013-05-09,0.0045830508769555,0.0,0.00229152543847775,1.3870560701249977,0.0,0.0,0.125
2013-05-10,-0.002251121705952,0.0,-0.001125560852976,1.3854948541115821,0.0,0.0,0.125
2013-05-13,0.0027238139860725,0.0,0.00136190699303625,1.3873817692422123,0.0,0.0,0.125
2013-05-14,-0.0010348828897542,0.0,-0.0005174414448771,1.3866638804149396,0.0,0.0,0.125
2013-05-15,0.0078955182258114,0.0,0.0039477591129057,1.392138095385385,0.0,0.0,0.125
2013-05-16,-0.0052427253612058,0.0,-0.0026213626806029,1.3884887965358963,0.0,0.0,0.125
2013-05-17,-0.0004098420905533,0.0,-0.00020492104527665,1.3882042659603553,0.0,0.0,0.125
2013-05-20,0.0203146484505603,0.0,0.01015732422528015,1.4023047067806316,0.0,0.0,0.5
2013-05-21,0.0043262047117606,0.0,0.0021631023558803,1.405338035395531,0.0,0.0,0.125
2013-05-22,-0.0081585228133794,0.0,-0.0040792614066897,1.3996052941843888,0.0,0.0,0.125
2013-05-23,0.004157707676801,0.0,0.0020788538384005,1.4025148690224496,0.0,0.0,0.125
2013-05-24,0.0235393793800671,0.0,0.01176968969003355,1.4190220338165018,0.0,0.0,0.5
2013-05-27,0.0031064161426123,0.0,0.00155320807130615,1.4212260702927868,0.0,0.0,0.125
2013-05-28,-0.0111615661719518,0.0,-0.0055807830859759,1.4132945158783488,0.0,0.0,0.125
2013-05-29,0.0068802080046093,0.0,0.00344010400230465,1.418156395998857,0.0,0.0,0.5
2013-05-30,0.0105699845800508,0.0,0.0052849922900254,1.425651341617761,0.0,0.0,0.5
2013-05-31,0.0099069245079279,0.0,0.00495346225396395,1.4327132517257777,0.0,0.0,0.5
2013-06-03,-0.004883197812737,0.0,-0.0024415989063685,1.4292151406172244,0.0,0.0,0.125
2013-06-04,-0.0035518291093509,0.0,-0.00177591455467545,1.4266769766472398,0.0,0.0,0.125
2013-06-05,0.0030230768323916,0.0,0.0015115384161958,1.4288334537049443,0.0,0.0,0.125
2013-06-06,-0.000125,0.0,-6.25e-05,1.4287441516140877,0.0,0.0,0.0
2013-06-07,0.0,0.0,0.0,1.4287441516140877,0.0,0.0,0.0
2013-06-13,0.0,0.0,0.0,1.4287441516140877,0.0,0.0,0.0
2013-06-14,0.0,0.0,0.0,1.4287441516140877,0.0,0.0,0.0
2013-06-17,0.0,0.0,0.0,1.4287441516140877,0.0,0.0,0.0
2013-06-18,-0.0018417755421756,0.0,-0.0009208877710878,1.4274284385968532,0.0,0.0,0.125
2013-06-19,0.0006269612142085,0.0,0.00031348060710425,1.4278759097303826,0.0,0.0,0.125
2013-06-20,-0.0006859463809784,0.0,-0.0003429731904892,1.4273861865739998,0.0,0.0,0.125
2013-06-21,-0.0005412800502593,0.0,-0.00027064002512965,1.4269998787405958,0.0,0.0,0.125
2013-06-24,0.0107058718361399,0.0,0.00535293591806995,1.4346385176465877,0.0,0.0,0.5
2013-06-25,0.016392544945039,0.0,0.0081962724725195,1.4463972058367907,0.0,0.0,0.5
2013-06-26,0.0536706076459359,0.0,0.02683530382296795,1.4852117143041126,0.0,0.0,0.5
2013-06-27,-0.0034776968906032,0.0,-0.0017388484453016,1.4826291562237512,0.0,0.0,0.125
2013-06-28,-0.0071367293186463,0.0,-0.00356836465932315,1.4773385947398003,0.0,0.0,0.125
2013-07-01,0.037318664120125,0.0,0.0186593320600625,1.5049047461441964,0.0,0.0,0.5
2013-07-02,0.0051144063778903,0.0,0.00255720318894515,1.508753093360095,0.0,0.0,0.125
2013-07-03,0.0070228486638193,0.0,0.00351142433190965,1.5140509656829635,0.0,0.0,0.125
2013-07-04,-0.0057852225352106,0.0,-0.0028926112676053,1.5096714047999003,0.0,0.0,0.125
2013-07-05,-0.0306563480455899,0.0,-0.01532817402279495,1.48653089878989,0.0,0.0,0.5
2013-07-08,-0.0005,0.0,-0.00025,1.4861592660651926,0.0,0.0,0.0
2013-07-09,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-10,-0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-11,-0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-12,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-15,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-16,-0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-17,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-18,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-19,0.0,0.0,0.0,1.4861592660651926,0.0,0.0,0.0
2013-07-22,0.0069608479178597,0.0,0.00348042395892985,1.4913317303815916,0.0,0.0,0.125
2013-07-23,-0.0017973467609903,0.0,-0.00089867338049515,1.48999151025401,0.0,0.0,0.125
2013-07-24,0.0071380712904088,0.0,0.0035690356452044,1.4953093430651587,0.0,0.0,0.125
2013-07-25,-0.0097700113104793,0.0,-0.00488500565523965,1.4880047484679528,0.0,0.0,0.125
2013-07-26,-0.000125,0.0,-6.25e-05,1.4879117481711737,0.0,0.0,0.0
2013-07-29,0.0006801793512072,0.0,0.0003400896756036,1.488417771594936,0.0,0.0,0.125
2013-07-30,-0.004347297639273,0.0,-0.0021736488196365,1.4851824740625827,0.0,0.0,0.125
2013-07-31,-0.000125,0.0,-6.25e-05,1.4850896501579538,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-02,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-05,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-06,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-07,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-08,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-09,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-12,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-13,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-14,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-15,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-16,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-19,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-20,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-21,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-22,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-23,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-26,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-27,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-28,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-29,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-08-30,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-02,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-03,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-04,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-05,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-06,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-09,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-10,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-11,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-12,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-13,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-16,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-17,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-18,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-23,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-24,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-25,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-26,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-27,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-09-30,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-10-08,0.0,0.0,0.0,1.4850896501579538,0.0,0.0,0.0
2013-10-09,0.0149050380544417,0.0,0.00745251902722085,1.4961573090328846,0.0,0.0,0.5
2013-10-10,-0.0168938946199687,0.0,-0.00844694730998435,1.483519347076036,0.0,0.0,0.5
2013-10-11,-0.0146253036321976,0.0,-0.0073126518160988,1.4726708866284228,0.0,0.0,0.5
2013-10-14,0.0082819852428221,0.0,0.00414099262141105,1.478769205903718,0.0,0.0,0.5
2013-10-15,-0.0007339481182552,0.0,-0.0003669740591276,1.4782265359657147,0.0,0.0,0.5
2013-10-16,-0.0210145382799012,0.0,-0.0105072691399506,1.462694411902506,0.0,0.0,0.5
2013-10-17,-0.005770295973362,0.0,-0.002885147986681,1.458474322064876,0.0,0.0,0.5
2013-10-18,0.0033795586040579,0.0,0.00168977930202895,1.460938821786842,0.0,0.0,0.125
2013-10-21,0.0184170153500751,0.0,0.00920850767503755,1.4743918881400262,0.0,0.0,0.5
2013-10-22,-0.0260195570108905,0.0,-0.01300977850544525,1.4552103762450992,0.0,0.0,0.5
2013-10-23,-0.0048894493200469,0.0,-0.00244472466002345,1.4516527875527707,0.0,0.0,0.125
2013-10-24,-0.0010662454089575,0.0,-0.00053312270447875,1.4508788784927065,0.0,0.0,0.125
2013-10-25,-0.0018596285684505,0.0,-0.00092981428422525,1.4495298305868032,0.0,0.0,0.125
2013-10-28,0.0022233567837142,0.0,0.0011116783918571,1.4511412415778187,0.0,0.0,0.125
2013-10-29,-0.0040283862712202,0.0,-0.0020141931356101,1.4482183628502319,0.0,0.0,0.125
2013-10-30,-0.000125,0.0,-6.25e-05,1.4481278492025538,0.0,0.0,0.0
2013-10-31,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-04,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-05,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-06,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-07,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-08,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-11,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-12,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-13,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-14,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-15,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-18,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-19,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-20,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-21,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-22,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-25,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-26,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-27,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-28,0.0,0.0,0.0,1.4481278492025538,0.0,0.0,0.0
2013-11-29,0.0055797759980117,0.0,0.00278988799900585,1.4521679637100702,0.0,0.0,0.125
2013-12-02,-0.0047786589498766,0.0,-0.0023893294749383,1.4486982559918167,0.0,0.0,0.03125
2013-12-03,-3.125e-05,0.0,-1.5625e-05,1.448675620081567,0.0,0.0,0.0
2013-12-04,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-05,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-06,0.0,-0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-09,0.0,-0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-10,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-11,0.0,-0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-12,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-13,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-16,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-17,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-18,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-19,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-20,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-23,0.0,0.0,0.0,1.448675620081567,0.0,0.0,0.0
2013-12-24,0.002693469524483,0.0,0.0013467347622415,1.4506266018983427,0.0,0.0,0.125
2013-12-25,0.0039905765783991,0.0,0.00199528828919955,1.4535210201691118,0.0,0.0,0.125
2013-12-26,7.532425961468214e-05,0.0,3.766212980734107e-05,1.453575762866451,0.0,0.0,0.03125
2013-12-27,0.0001641474770857,0.0,8.207373854285e-05,1.4536950632635646,0.0,0.0,0.03125
2013-12-30,0.0007712976959599,0.0,0.00038564884797995,1.4542556790900263,0.0,0.0,0.03125
2013-12-31,-0.0009870703401669,0.0,-0.00049353517008345,1.4535379527661019,0.0,0.0,0.03125
2014-01-02,0.0062651282501601,0.0,0.00313256412508005,1.4580912536113793,0.0,0.0,0.125
2014-01-03,0.0017002185865165,0.0,0.00085010929325825,1.459330790536493,0.0,0.0,0.03125
2014-01-06,6.055589200182343e-05,0.0,3.0277946000911715e-05,1.4593749760753663,0.0,0.0,0.03125
2014-01-07,0.0054476374602169,0.0,0.00272381873010845,1.4633500489694518,0.0,0.0,0.125
2014-01-08,0.0092985035404942,0.0,0.0046492517702471,1.470153531775114,0.0,0.0,0.125
2014-01-09,-0.0022329423275789,0.0,-0.00111647116378945,1.4685121477505438,0.0,0.0,0.125
2014-01-10,-0.0029488579586326,0.0,-0.0014744289793163,1.4663469308834225,0.0,0.0,0.125
2014-01-13,0.0117630344892987,0.0,0.00588151724464935,1.474971275644052,0.0,0.0,0.5
2014-01-14,0.0190739066332723,0.0,0.00953695331663615,1.4890380078432486,0.0,0.0,0.5
2014-01-15,0.0026424953116817,0.0,0.00132124765584085,1.4910053958205693,0.0,0.0,0.125
2014-01-16,-0.003884470699479,0.0,-0.0019422353497395,1.4881095124341543,0.0,0.0,0.125
2014-01-17,0.0038908335322256,0.0,0.0019454167661128,1.4910045056294556,0.0,0.0,0.125
2014-01-20,-0.00266104964327,0.0,-0.001330524821635,1.489020687125546,0.0,0.0,0.125
2014-01-21,0.0037586488917025,0.0,0.00187932444585125,1.4918190401032394,0.0,0.0,0.125
2014-01-22,-0.0020236393504547,0.0,-0.00101181967522735,1.4903095882465842,0.0,0.0,0.125
2014-01-23,0.0065621422060488,0.0,0.0032810711030244,1.4951993999711404,0.0,0.0,0.125
2014-01-24,0.002359219394268,0.0,0.001179609697134,1.4969631516824953,0.0,0.0,0.125
2014-01-27,0.0022031265860215,0.0,0.00110156329301075,1.4986121513413784,0.0,0.0,0.125
2014-01-28,-0.0015121479251651,0.0,-0.00075607396258255,1.4974790897137393,0.0,0.0,0.125
2014-01-29,0.0033749262118331,0.0,0.00168746310591655,1.5000060304295126,0.0,0.0,0.125
2014-01-30,0.0027825535113742,0.0,0.0013912767556871,1.5020929539530399,0.0,0.0,0.125
2014-02-07,0.0049731157995203,0.0,0.00248655789976015,1.5058279950538658,0.0,0.0,0.125
2014-02-10,-0.0027705720243969,0.0,-0.00138528601219845,1.5037419925955409,0.0,0.0,0.125
2014-02-11,-0.0250366804123769,0.0,-0.01251834020618845,1.4849176387498981,0.0,0.0,0.5
2014-02-12,0.0058898793034665,0.0,0.00294493965173325,1.4892906315838106,0.0,0.0,0.5
2014-02-13,-0.0306614911968728,0.0,-0.0153307455984364,1.4664586957888646,0.0,0.0,0.5
2014-02-14,0.0135168030555032,0.0,0.0067584015277516,1.4763696124788686,0.0,0.0,0.5
2014-02-17,0.0211082432326497,0.0,0.01055412161632485,1.4919513969196168,0.0,0.0,0.5
2014-02-18,0.0041693527017574,0.0,0.0020846763508787,1.4950616327134354,0.0,0.0,0.5
2014-02-19,-0.0119553917094318,0.0,-0.0059776958547159,1.4861246089890197,0.0,0.0,0.5
2014-02-20,-0.0098304610836971,0.0,-0.00491523054184855,1.4788199639219242,0.0,0.0,0.5
2014-02-21,0.0132214008586419,0.0,0.00661070042932095,1.4885959996923113,0.0,0.0,0.5
2014-02-24,-0.0005,0.0,-0.00025,1.4882238506923882,0.0,0.0,0.0
2014-02-25,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-02-26,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-02-27,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-02-28,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-03,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-04,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-05,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-06,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-07,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-10,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-11,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-12,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-13,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-14,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-17,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-18,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-19,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-20,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-21,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-24,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-25,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-26,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-27,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-28,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-03-31,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-02,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-03,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-04,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-08,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-09,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-10,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-11,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-14,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-15,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-16,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-17,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-18,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-21,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-22,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-23,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-24,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-25,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-28,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-29,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-04-30,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-05,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-06,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-07,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-09,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-12,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-13,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-14,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-19,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-20,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-21,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-22,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-23,0.0,0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-26,0.0,-0.0,0.0,1.4882238506923882,0.0,0.0,0.0
2014-05-27,-0.0018635541643653,0.0,-0.00093177708218265,1.4868371578151554,0.0,0.0,0.125
2014-05-28,0.0036484569882103,0.0,0.00182422849410515,1.4895494885245362,0.0,0.0,0.125
2014-05-29,-0.0030073847249499,0.0,-0.00150369236247495,1.4873096643351134,0.0,0.0,0.125
2014-05-30,0.0005935842171936,0.0,0.0002967921085968,1.4877510861065277,0.0,0.0,0.125
2014-06-03,0.0010461721506123,0.0,0.00052308607530615,1.4885293079831916,0.0,0.0,0.125
2014-06-04,0.0029429824037985,0.0,0.00147149120189925,1.4907196657636579,0.0,0.0,0.125
2014-06-05,0.0037245278923322,0.0,0.0018622639461661,1.4934957792510504,0.0,0.0,0.125
2014-06-06,0.0009248877047287,0.0,0.00046244385236435,1.4941864371926972,0.0,0.0,0.125
2014-06-09,-0.0043507080972617,0.0,-0.00217535404863085,1.4909360526771407,0.0,0.0,0.125
2014-06-10,0.0019391872244153,0.0,0.00096959361220765,1.4923816547500264,0.0,0.0,0.125
2014-06-11,0.0025546522604095,0.0,0.00127732613020475,1.4942879128338769,0.0,0.0,0.125
2014-06-12,0.0001845675242329,0.0,9.228376211645e-05,1.4944258113441582,0.0,0.0,0.125
2014-06-13,0.0008225701573894,0.0,0.0004112850786947,1.49504044638158,0.0,0.0,0.125
2014-06-16,0.0005309769560231,0.0,0.00026548847801155,1.4954373623942556,0.0,0.0,0.125
2014-06-17,-0.0007341326728136,0.0,-0.0003670663364068,1.4948884376803158,0.0,0.0,0.125
2014-06-18,-0.0013580844888377,0.0,-0.00067904224441885,1.4938733452804376,0.0,0.0,0.125
2014-06-19,-0.0041494491706128,0.0,-0.0020747245853064,1.4907739695236504,0.0,0.0,0.125
2014-06-20,0.0013620180666961,0.0,0.00068100903334805,1.491789200063576,0.0,0.0,0.125
2014-06-23,0.0213431186760093,0.0,0.01067155933800465,1.507708917031849,0.0,0.0,0.5
2014-06-24,-0.0001331009305128,0.0,-6.65504652564e-05,1.5076085783019493,0.0,0.0,0.125
2014-06-25,-0.0006277548983801,0.0,-0.00031387744919005,1.5071353739670148,0.0,0.0,0.125
2014-06-26,0.0032079014620746,0.0,0.0016039507310373,1.5095527448518613,0.0,0.0,0.125
2014-06-27,0.0003207460475446,0.0,0.0001603730237723,1.5097948363900968,0.0,0.0,0.125
2014-06-30,0.0011257725782619,0.0,0.00056288628913095,1.5106446792029016,0.0,0.0,0.125
2014-07-01,0.0013153217643996,0.0,0.0006576608821998,1.5116381711153166,0.0,0.0,0.125
2014-07-02,0.0007216320826843,0.0,0.00036081604134215,1.5121835944161601,0.0,0.0,0.125
2014-07-03,-0.0006019071730811,0.0,-0.00030095358654055,1.5117284973399128,0.0,0.0,0.125
2014-07-04,-0.0074008894690197,0.0,-0.00370044473450985,1.5061344295819228,0.0,0.0,0.5
2014-07-07,-0.0032454213914563,0.0,-0.00162271069572815,1.5036904091338357,0.0,0.0,0.125
2014-07-08,0.0097614102394974,0.0,0.0048807051197487,1.5110294786122123,0.0,0.0,0.5
2014-07-09,-0.0013813367839158,0.0,-0.0006906683919579,1.5099858583120183,0.0,0.0,0.125
2014-07-10,-0.0126280460589116,0.0,-0.0063140230294558,1.5004517728284836,0.0,0.0,0.5
2014-07-11,-0.0057238899186176,0.0,-0.0028619449593088,1.4961575624405512,0.0,0.0,0.5
